"Name","Live Bytes","Live Objects"
"org.intellij.plugins.markdown.ui.preview.MarkdownPreviewFileEditor$$Lambda$1575.0x00000001011f2440","16 B (0%)","1 (0%)"
"com.intellij.idea.SocketLock$$Lambda$75.0x0000000100120440","16 B (0%)","1 (0%)"
"com.intellij.openapi.ui.TestDialog$$Lambda$2990.0x0000000101a8f440","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.hints.presentation.listeners.InlayEditorMouseListener","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.highlighting.BraceHighlightingHandler$$Lambda$3483.0x0000000101c0a040","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.ui.JSFileIconProvider","16 B (0%)","1 (0%)"
"org.apache.batik.css.engine.value.css2.UnicodeBidiManager","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.intentions.JSPromiseToAsyncIntention","16 B (0%)","1 (0%)"
"com.intellij.openapi.file.exclude.EnforcedPlainTextFileType","16 B (0%)","1 (0%)"
"com.intellij.util.AstLoadingFilter$$Lambda$1936.0x00000001013f9440","16 B (0%)","1 (0%)"
"com.jetbrains.python.newProject.steps.ProjectSpecificSettingsStep$$Lambda$742.0x0000000100953840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.navigation.JavaScriptClassContributor","16 B (0%)","1 (0%)"
"com.intellij.ide.RecentProjectListActionProvider$Companion","16 B (0%)","1 (0%)"
"com.intellij.ide.ui.laf.darcula.DarculaTableHeaderBorder","16 B (0%)","1 (0%)"
"sun.rmi.server.MarshalInputStream$$Lambda$3397.0x00000001002e6440","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.local.FileWatcher$1","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.intentions.ReplaceListComprehensionWithForIntention","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.ActionCallback[]","16 B (0%)","1 (0%)"
"com.intellij.ide.cds.CDSTaskResult$Success","16 B (0%)","1 (0%)"
"org.angular2.editor.Angular2BracesInterpolationTypedHandler","16 B (0%)","1 (0%)"
"com.intellij.dvcs.ui.DvcsStatusWidget$1","16 B (0%)","1 (0%)"
"com.intellij.terminal.JBTerminalPanel$$Lambda$3424.0x00000001002d4c40","16 B (0%)","1 (0%)"
"com.intellij.ide.fileTemplates.impl.ExportableFileTemplateSettings","16 B (0%)","1 (0%)"
"com.jetbrains.python.PythonFoldingSettings","16 B (0%)","1 (0%)"
"com.intellij.openapi.extensions.PluginId$$Lambda$97.0x0000000100149840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$3358.0x00000001002e7c40","16 B (0%)","1 (0%)"
"sun.java2d.x11.X11SurfaceData$LazyPipe","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.library.typings.TypeScriptExternalDefinitionsContributor$Companion","16 B (0%)","1 (0%)"
"com.intellij.database.DatabaseToolWindowFactory","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.intention.impl.QuickEditAction","16 B (0%)","1 (0%)"
"com.intellij.javascript.nodejs.interpreter.local.NodeJsLocalInterpreterType","16 B (0%)","1 (0%)"
"sun.security.ssl.SignatureAlgorithmsExtension$CHSignatureSchemesUpdate","16 B (0%)","1 (0%)"
"com.intellij.codeInspection.lang.InspectionExtensionsFactory[]","16 B (0%)","1 (0%)"
"com.intellij.database.DataBus$$Lambda$2211.0x0000000101564840","16 B (0%)","1 (0%)"
"com.google.common.base.CharMatcher$IsEither","16 B (0%)","1 (0%)"
"org.apache.batik.css.engine.value.svg.ColorInterpolationManager","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.intentions.PyConvertStaticMethodToFunctionIntention","16 B (0%)","1 (0%)"
"com.intellij.psi.tree.IElementType$$Lambda$590.0x0000000100743040","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$1695.0x00000001012c2c40","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.TextAttributesKey$$Lambda$443.0x00000001005ed040","16 B (0%)","1 (0%)"
"com.intellij.execution.lineMarker.RunLineMarkerProvider$$Lambda$2349.0x0000000101649440","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.breakpoints.XBreakpointManagerImpl$$Lambda$920.0x0000000100be8440","16 B (0%)","1 (0%)"
"com.intellij.openapi.application.impl.LaterInvocator$$Lambda$296.0x0000000100479440","16 B (0%)","1 (0%)"
"git4idea.branch.GitBranchIncomingOutgoingManager$$Lambda$2271.0x00000001015c7040","16 B (0%)","1 (0%)"
"git4idea.index.GitStageManager$installListeners$1","16 B (0%)","1 (0%)"
"sun.awt.X11.XWM$1","16 B (0%)","1 (0%)"
"com.intellij.util.ArrayUtil$$Lambda$120.0x0000000100208840","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$62.0x00000001000e9c40","16 B (0%)","1 (0%)"
"java.time.chrono.ThaiBuddhistChronology","16 B (0%)","1 (0%)"
"com.intellij.workspaceModel.ide.impl.legacyBridge.LegacyBridgeProjectLifecycleListener","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.text.StringUtil$$Lambda$89.0x000000010014c040","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ui.ChangesBrowserNodeCopyProvider","16 B (0%)","1 (0%)"
"com.intellij.docker.view.DockerNavBarModelExtension$$Lambda$2022.0x0000000101448c40","16 B (0%)","1 (0%)"
"com.intellij.psi.search.GlobalSearchScope[]","16 B (0%)","1 (0%)"
"com.intellij.ide.impl.DataValidator$2","16 B (0%)","1 (0%)"
"com.intellij.ide.impl.DataValidator$3","16 B (0%)","1 (0%)"
"com.intellij.ide.impl.DataValidator$1","16 B (0%)","1 (0%)"
"org.coffeescript.codeinsight.intentions.CoffeeScriptDoubleToSingleQuotedStringIntention$CoffeeScriptDoubleToSingleQuotedStringPredicate","16 B (0%)","1 (0%)"
"com.intellij.openapi.progress.util.AbstractProgressIndicatorExBase$$Lambda$1789.0x000000010133d840","16 B (0%)","1 (0%)"
"org.intellij.plugins.relaxNG.model.resolve.RelaxIncludeProvider","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.editorActions.XmlSlashTypedHandler","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.EditorTracker$1","16 B (0%)","1 (0%)"
"com.intellij.vcs.commit.ChangesViewAmendCommitHandler$1","16 B (0%)","1 (0%)"
"com.intellij.tasks.pivotal.PivotalTrackerRepositoryType","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.intentions.PyAnnotateTypesIntention","16 B (0%)","1 (0%)"
"sun.java2d.Disposer","16 B (0%)","1 (0%)"
"com.intellij.openapi.module.impl.ModulePointerManagerImpl$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.keyGestures.KeyboardGestureProcessor$MyActionProcessor","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.Segment$$Lambda$1550.0x0000000101155840","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.psi.stubs.JSNameIndex","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jrt.JavaRuntimeURLConnection$$Lambda$133.0x000000010026f840","16 B (0%)","1 (0%)"
"com.intellij.ide.actionMacro.ActionMacroManager$MyActionTuner","16 B (0%)","1 (0%)"
"com.jetbrains.plugins.webDeployment.ui.WebServerToolWindowFactory$$Lambda$1605.0x0000000101235c40","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.eventLog.EventFields$Enum$2","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.eventLog.EventFields$Enum$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.extensions.impl.ExtensionPointImpl$$Lambda$2221.0x000000010158b840","16 B (0%)","1 (0%)"
"io.netty.buffer.ByteBufUtil$1","16 B (0%)","1 (0%)"
"io.netty.buffer.ByteBufUtil$2","16 B (0%)","1 (0%)"
"com.intellij.json.intentions.JsonSortPropertiesIntention","16 B (0%)","1 (0%)"
"com.intellij.lang.typescript.editing.TypeScriptEnumValuesInlayProvider$Companion","16 B (0%)","1 (0%)"
"com.intellij.lang.properties.psi.codeStyle.PropertiesLanguageCodeStyleSettingsProvider","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.ColumnSelectionModePanel$$Lambda$1105.0x0000000100db6c40","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.SeverityRegistrar$$Lambda$884.0x0000000100aff440","16 B (0%)","1 (0%)"
"java.lang.module.Configuration$$Lambda$3334.0x0000000100ea8c40","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.sass.extensions.SassRubyIntegrationHelperImpl","16 B (0%)","1 (0%)"
"com.jetbrains.cython.psi.elementTypes.CythonElementTypes$$Lambda$1410.0x0000000101008440","16 B (0%)","1 (0%)"
"com.intellij.openapi.actionSystem.DefaultActionGroup$$Lambda$746.0x0000000100952840","16 B (0%)","1 (0%)"
"jdk.internal.math.FloatingDecimal$1","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.comment.JSMoveCommentToSeparateLineIntention$CommentOnLineWithSourcePredicate","16 B (0%)","1 (0%)"
"com.intellij.diff.actions.ShowBlankDiffWindowDiffExtension","16 B (0%)","1 (0%)"
"com.intellij.sql.editor.SqlBreadcrumbsProvider$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ChangeListManagerSerialization$$Lambda$3241.0x0000000101cb9040","16 B (0%)","1 (0%)"
"com.intellij.stats.completion.CompletionLoggerInitializer$Companion","16 B (0%)","1 (0%)"
"javax.swing.ImageIcon$2","16 B (0%)","1 (0%)"
"sun.security.ssl.Finished$T10VerifyDataGenerator","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.redshift.RsParserDefinition","16 B (0%)","1 (0%)"
"com.intellij.refactoring.suggested.SuggestedRefactoringAvailabilityIndicator$1","16 B (0%)","1 (0%)"
"com.intellij.diff.tools.simple.SimpleDiffTool","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.utils.StatisticsUtil","16 B (0%)","1 (0%)"
"git4idea.ui.branch.dashboard.BranchesDashboardActions$BranchesActionBase$1","16 B (0%)","1 (0%)"
"git4idea.ui.branch.dashboard.BranchesDashboardActions$BranchesActionBase$2","16 B (0%)","1 (0%)"
"com.intellij.ui.tree.ui.TreeAction$$Lambda$1806.0x0000000101339040","16 B (0%)","1 (0%)"
"org.jetbrains.concurrency.PromiseValue$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.TextAttributesKey$$Lambda$444.0x00000001005ed440","16 B (0%)","1 (0%)"
"com.intellij.ide.IdeEventQueue$$Lambda$244.0x0000000100415840","16 B (0%)","1 (0%)"
"java.util.stream.Nodes$EmptyNode$OfInt","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.actions.VcsFacadeImpl","16 B (0%)","1 (0%)"
"com.intellij.psi.stubs.StubUpdatingIndex$$Lambda$609.0x000000010076b040","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.status.ReadOnlyAttributeWidgetFactory","16 B (0%)","1 (0%)"
"com.intellij.ui.tree.StructureTreeModel$Node$$Lambda$3304.0x0000000101cd1440","16 B (0%)","1 (0%)"
"com.intellij.ide.actions.NewActionGroup$$Lambda$2934.0x0000000101a3b040","16 B (0%)","1 (0%)"
"org.angularjs.index.AngularTemplateUrlIndex","16 B (0%)","1 (0%)"
"com.intellij.webcore.libraries.ScriptingLibraryModel$$Lambda$1736.0x00000001012dd040","16 B (0%)","1 (0%)"
"com.intellij.ui.TreeSpeedSearch$$Lambda$1902.0x00000001013e0840","16 B (0%)","1 (0%)"
"com.intellij.ui.scale.UserScaleContext$$Lambda$1079.0x0000000100d56040","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.newvfs.impl.FileLoadingTracker$$Lambda$666.0x000000010084bc40","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value$1","16 B (0%)","1 (0%)"
"com.intellij.lang.properties.parsing.PropertiesParserDefinition","16 B (0%)","1 (0%)"
"kotlinx.coroutines.scheduling.CoroutineScheduler$Companion","16 B (0%)","1 (0%)"
"org.intellij.plugins.intelliLang.inject.InjectLanguageAction","16 B (0%)","1 (0%)"
"jdk.net.ExtendedSocketOptions$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.KeymapImpl$getActionIds$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.KeymapImpl$getActionIds$3","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.PassExecutorService$$Lambda$2622.0x0000000101796440","16 B (0%)","1 (0%)"
"com.intellij.ws.http.request.psi.HttpReferenceDocumentationProvider","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.impl.VcsLogProjectTabsProperties$$Lambda$3193.0x0000000101bb7840","16 B (0%)","1 (0%)"
"com.jetbrains.python.sdk.skeletons.PySkeletonRefresher$$Lambda$2659.0x00000001017b9c40","16 B (0%)","1 (0%)"
"sun.awt.X11.XSelection$SelectionEventHandler","16 B (0%)","1 (0%)"
"com.intellij.microservices.mq.RabbitMQDestinationReferenceInjector","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.VirtualFilePointerContainerImpl$$Lambda$1027.0x0000000100cde040","16 B (0%)","1 (0%)"
"com.intellij.ws.http.request.run.HttpRequestGlobalContext$HttpRequestGlobalContextProjectListener","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.EditorEmptyTextPainter","16 B (0%)","1 (0%)"
"sun.security.ssl.CookieExtension$CookieStringizer","16 B (0%)","1 (0%)"
"com.intellij.configurationStore.ComponentStoreImplKt$deprecatedComparator$1","16 B (0%)","1 (0%)"
"com.intellij.ide.UiActivityMonitorImpl$$Lambda$936.0x0000000100bebc40","16 B (0%)","1 (0%)"
"com.jetbrains.python.codeInsight.intentions.PyConvertLambdaToFunctionIntention","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.load.java.JavaIncompatibilityRulesOverridabilityCondition","16 B (0%)","1 (0%)"
"com.intellij.ide.lightEdit.LightEditFileTypeOverrider","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.load.java.components.SamConversionResolver$Empty","16 B (0%)","1 (0%)"
"com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlCoverageProgramRunner","16 B (0%)","1 (0%)"
"com.intellij.openapi.vfs.impl.local.NativeFileWatcherImpl$1","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$60.0x00000001000ea440","16 B (0%)","1 (0%)"
"org.intellij.markdown.parser.LinkMap$Builder","16 B (0%)","1 (0%)"
"com.intellij.sh.run.ShConfigurationType$$Lambda$2523.0x0000000101742840","16 B (0%)","1 (0%)"
"org.apache.batik.ext.awt.AreaOfInterestHintKey","16 B (0%)","1 (0%)"
"com.intellij.ide.ui.laf.darcula.DarculaUIUtil$$Lambda$785.0x0000000100a06040","16 B (0%)","1 (0%)"
"com.intellij.ui.BalloonImpl$Below","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.impl.storage.VfsAwareMapIndexStorage$IntPairInArrayKeyDescriptor","16 B (0%)","1 (0%)"
"com.intellij.ide.navigationToolbar.ui.CommonNavBarUI","16 B (0%)","1 (0%)"
"com.intellij.openapi.application.constraints.AbstractExpiration$Companion","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.terminal.TerminalCommandHandlerCustomizer$Companion","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl_Stub","16 B (0%)","1 (0%)"
"com.intellij.database.psi.DbPsiFacadeImpl$State$$Lambda$3220.0x0000000101c9f840","16 B (0%)","1 (0%)"
"com.intellij.javascript.debugger.scripts.VmFileEditorProvider","16 B (0%)","1 (0%)"
"org.jdom.JDOMInterner$2","16 B (0%)","1 (0%)"
"org.jdom.JDOMInterner$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.wm.impl.ProjectFrameHelper$Builder","16 B (0%)","1 (0%)"
"org.editorconfig.language.codeinsight.inspections.EditorConfigNumerousWildcardsInspection$Companion","16 B (0%)","1 (0%)"
"org.intellij.plugins.markdown.lang.index.MarkdownHeadersIndex$Companion","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$3385.0x0000000100d78040","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.ScrollRightAction$Handler","16 B (0%)","1 (0%)"
"org.angular2.index.Angular2MetadataFunctionIndex","16 B (0%)","1 (0%)"
"com.intellij.ide.actions.GotoClassPresentationUpdater","16 B (0%)","1 (0%)"
"org.apache.batik.util.ParsedURLJarProtocolHandler","16 B (0%)","1 (0%)"
"javax.swing.ToolTipManager$MoveBeforeEnterListener","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.actions.MoveCaretUpAction$Handler","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.SilentChangeVetoer$Companion","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.refactoring.react.extractComponent.ReactExtractComponentHandler$$Lambda$1074.0x0000000100d57840","16 B (0%)","1 (0%)"
"com.intellij.openapi.externalSystem.service.project.manage.ExternalProjectsDataStorage$1","16 B (0%)","1 (0%)"
"org.intellij.idea.lang.javascript.intention.trivialif.JSSplitIfOrIntention$SplitIfOrPredicate","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.watcher.ES6To5TaskConsumer","16 B (0%)","1 (0%)"
"com.intellij.psi.codeStyle.statusbar.CodeStyleStatusBarWidgetFactory","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.github.authentication.GHOAuthCallbackHandler$Companion","16 B (0%)","1 (0%)"
"com.google.gson.internal.LinkedTreeMap$1","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.VcsVFSListener$$Lambda$1818.0x000000010135ac40","16 B (0%)","1 (0%)"
"org.apache.batik.css.engine.value.svg.MaskManager","16 B (0%)","1 (0%)"
"com.intellij.index.PrebuiltIndexAwareIdIndexer$Companion","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.impl.VcsLogSharedSettings$State","16 B (0%)","1 (0%)"
"org.jetbrains.plugins.notebooks.jupyter.debugger.JupyterDebugAction$Companion","16 B (0%)","1 (0%)"
"com.intellij.internal.statistic.local.ActionsLocalSummary","16 B (0%)","1 (0%)"
"io.netty.handler.codec.DateFormatter$1","16 B (0%)","1 (0%)"
"com.intellij.history.integration.LocalHistoryImpl$$Lambda$363.0x0000000100573c40","16 B (0%)","1 (0%)"
"org.angular2.css.refs.Angular2CssFileReferenceHelper","16 B (0%)","1 (0%)"
"com.intellij.webcore.libraries.ScriptingLibraryModel[]","16 B (0%)","1 (0%)"
"java.net.Authenticator$$Lambda$329.0x0000000100536840","16 B (0%)","1 (0%)"
"com.intellij.ui.IdeUICustomization","16 B (0%)","1 (0%)"
"com.intellij.ide.projectView.impl.FavoritesViewToolWindowFactory","16 B (0%)","1 (0%)"
"sun.security.util.KeyStoreDelegator$$Lambda$224.0x000000010037c840","16 B (0%)","1 (0%)"
"com.intellij.psi.PsiElement[]","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.impl.EditorLastActionTracker$MyEditorMouseListener","16 B (0%)","1 (0%)"
"com.intellij.ide.LockedIconLayerProvider","16 B (0%)","1 (0%)"
"com.intellij.util.ui.EdtInvocationManager$SwingEdtInvocationManager","16 B (0%)","1 (0%)"
"sun.security.ssl.ECDHServerKeyExchange$ECDHServerKeyExchangeProducer","16 B (0%)","1 (0%)"
"sun.security.ssl.MaxFragExtension$SHMaxFragmentLengthConsumer","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.impl.InlayModelImpl$$Lambda$1287.0x0000000100fb0840","16 B (0%)","1 (0%)"
"com.intellij.diagram.DiagramColorManagerBase","16 B (0%)","1 (0%)"
"com.intellij.lang.puppet.ide.navigation.plugins.ruby.PuppetRubyPluginsIndex","16 B (0%)","1 (0%)"
"org.owasp.html.HtmlPolicyBuilder$1","16 B (0%)","1 (0%)"
"com.intellij.sql.dialects.mongo.js.parser.MongoJSExternalParserDefinition$Companion","16 B (0%)","1 (0%)"
"org.owasp.html.HtmlPolicyBuilder$2","16 B (0%)","1 (0%)"
"org.owasp.html.HtmlPolicyBuilder$3","16 B (0%)","1 (0%)"
"com.intellij.lang.javascript.library.JSCorePredefinedLibrariesProvider$$Lambda$1243.0x0000000100f23040","16 B (0%)","1 (0%)"
"org.zmlx.hg4idea.status.ui.HgStatusWidget$Factory","16 B (0%)","1 (0%)"
"com.intellij.sh.ShTypedHandler","16 B (0%)","1 (0%)"
"com.intellij.openapi.fileEditor.impl.HTMLEditorProvider","16 B (0%)","1 (0%)"
"com.intellij.sql.completion.SqlTypesStatisticIndex$$Lambda$1040.0x0000000100cd9840","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.colors.ColorKey$$Lambda$437.0x00000001005e8c40","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.changes.ignore.IgnoreFilesProcessorImpl$filesChanged$potentiallyIgnoredFiles$2","16 B (0%)","1 (0%)"
"org.intellij.markdown.ast.ASTNodeBuilder$Companion","16 B (0%)","1 (0%)"
"java.awt.dnd.DropTargetContext$1","16 B (0%)","1 (0%)"
"com.intellij.xdebugger.impl.pinned.items.actions.XDebuggerPinToTopAction$Companion","16 B (0%)","1 (0%)"
"com.intellij.ide.ui.ProjectTopHitCache","16 B (0%)","1 (0%)"
"com.jetbrains.python.PyElementTypes$$Lambda$1330.0x0000000100fdc440","16 B (0%)","1 (0%)"
"com.jetbrains.python.PyElementTypes$$Lambda$1359.0x0000000100ffb840","16 B (0%)","1 (0%)"
"sun.security.ssl.SSLTrafficKeyDerivation$T13TrafficKeyDerivationGenerator","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.FileBasedIndexImpl$2","16 B (0%)","1 (0%)"
"com.intellij.ui.SearchTextField$$Lambda$3549.0x0000000101be7440","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.FileBasedIndexImpl$1","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.FileBasedIndexImpl$4","16 B (0%)","1 (0%)"
"com.intellij.util.indexing.FileBasedIndexImpl$3","16 B (0%)","1 (0%)"
"com.intellij.util.xmlb.XmlSerializer$1","16 B (0%)","1 (0%)"
"com.intellij.psi.impl.include.FileIncludeIndex$StringSetDescriptor","16 B (0%)","1 (0%)"
"kotlin.reflect.jvm.internal.impl.load.java.BuiltinMethodsWithDifferentJvmName","16 B (0%)","1 (0%)"
"com.intellij.psi.stubs.StubIndexImpl$2$$Lambda$1052.0x0000000100d15840","16 B (0%)","1 (0%)"
"com.jetbrains.jsonSchema.impl.JsonSchemaInJsonFilesEnabler","16 B (0%)","1 (0%)"
"com.intellij.vcs.log.statistics.VcsLogIndexCollector$Companion","16 B (0%)","1 (0%)"
"com.intellij.openapi.vcs.impl.LineStatusTrackerManager$MyDocumentListener","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.controlflow.Instruction[]","16 B (0%)","1 (0%)"
"com.intellij.openapi.keymap.impl.KeymapManagerImpl$pollQueue$1","16 B (0%)","1 (0%)"
"com.intellij.application.options.editor.CodeFoldingOptionsTopHitProvider","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory","16 B (0%)","1 (0%)"
"java.lang.invoke.LambdaFormEditor","16 B (0%)","1 (0%)"
"javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$391.0x00000001005cd040","16 B (0%)","1 (0%)"
"org.jetbrains.ide.HttpRequestHandler$Companion","16 B (0%)","1 (0%)"
"com.intellij.database.util.SqlDialects","16 B (0%)","1 (0%)"
"javax.swing.ViewportLayout","16 B (0%)","1 (0%)"
"sun.awt.X11.XDropTargetEventProcessor","16 B (0%)","1 (0%)"
"com.intellij.openapi.editor.EditorMouseHoverPopupManager$$Lambda$2877.0x0000000101914c40","16 B (0%)","1 (0%)"
"com.intellij.diff.tools.binary.BinaryDiffTool","16 B (0%)","1 (0%)"
"com.jetbrains.python.sdk.skeletons.DefaultPregeneratedSkeletonsProvider","16 B (0%)","1 (0%)"
"com.intellij.openapi.util.KeyedExtensionFactory$1","16 B (0%)","1 (0%)"
"java.beans.Statement$1","16 B (0%)","1 (0%)"
"com.intellij.codeInsight.daemon.impl.DaemonListeners$12","16 B (0%)","1 (0%)"
